//@俺叫老鬼: 回复@施乐会潘旭苗:到新疆，老鬼请你吃。[嘻嘻] //@施乐会潘旭苗:太贵了，老鬼，俺穷，吃不起 //@施乐会潘旭苗:回复@俺叫老鬼:老鬼，你金华的么 //@俺叫老鬼:回复@施乐会潘旭苗:[给力] //@施乐会潘旭苗:[泪]人呢，没人理我@志愿者王红伟 @浪子世斌 @老大笨象	0
//@永远的协和://@洪晃ilook: [泪]//@制片人方励: 5.12大地震活下来的灾民们面临的是什么？ //@哇靠Vocal:[?][?][?][?][?][?][?][?][?][?][?][?][?][?][?][?][?][?][?]老天！[抓狂]	0
嘿嘿//@安静的锦缎：我要我老公[泪]	0
做贸易赚钱的时候是真赚钱啊！//@卢湾诚诚: 也想要，也不算太贵，日本带回来的香早用完了，在龙华寺那里买了国产的所谓日本檀香，也要160块一盒呢，味道不咋滴。[失望]	0
[泪]//@闲情偶记: 转发微博	0
周末又到，几年光景，大家各有各娃各有各忙各有各局，那些举杯换盏聚餐之后，打八圈到夜深，喜笑怒骂几近扰民的青春岁月，一去不回了[失望]	0
欧啦啦[爱你]感谢 @COMO酒店集团 //@COMO酒店集团:答案揭晓→今年年底即将开业的三家酒店分别是位于马尔代夫的 Maalifushi by COMO，泰国普吉的 Point Yamu by COMO和美国迈阿密的 Metropolitan by COMO。感谢大家对COMO酒店及本次活动的支持，获奖名单见本条评论。	1
我在这里:#西城区#每天把自己搞的挺累[晕] http://t.cn/zOjVJbt	0
[可爱]俺站高有俩目的：兑现“跳舞”承诺(@水为刀 你应该来记录的?)；换个角度进一步透视杨桃院子(她怎么会经营得那么好？奇了大怪了，要提前1个多月才能抢订到客房)… //@鼓浪屿杨桃院子:您是＂英华书院＂最后一位有那样高度的建筑旧貌欣赏者。	1
我也喜欢这两位[鼓掌]	1
不停地喝水可以浇灭重感冒嘛？！[熊猫][晕][抓狂]	0
真不做了？[泪] //@管家的日子:??是我吃?最?合我口味的羊肉了，告?你吧，我以前是不吃羊肉的，第一次吃哦	0
回复@sangriagina:[哼]改改！温柔点儿啊！[笑哈哈] //@sangriagina:俺就介样[酷] //@有福社长:回复@sangriagina:您就不能不这么心直口快的啊[笑哈哈] //@sangriagina:车里坐着美女就看到了[哈哈]	1
奥兰多环球影城里的恐怖秀，现场惊到一批人，哪位高手来解读一下[嘻嘻]	1
最近大家都迷恋上了邮轮上的帅哥/美女船员！还有爆照的吗？[哈哈]	1
帮助一切需要帮助动物，那就是在帮助你自己！//@纲丝-竹板书: 我后悔看了，你要知道，上班时间哭的男人有多么的丢人啊……[泪]	0
#早安#清晨睁开双眼的一刹那，有没有觉得小肚微空，好饿哦[浮云]早起的鸟儿有蛋吃[爱你]亲们，起床喽～早安，城市，又是美好的一天[兔子]	1
[泪] //@张国岚area：[心] //@星座爱情001：感动的一幕。。[心]  @欧美潮时尚	0
原来汽车电影院这么多车，[汗][汗][晕][衰] 进来给只玫瑰?什么意思？[偷笑][偷笑][可爱] 我俩准备看3D复仇者联盟，偶在排队租眼镜。好多人啊[衰][衰][衰] 长血了，以后周末绝对不能来这儿。@Idy徐杨 http://t.cn/z0FiV9j	0
美图美景！ //@sinister-love:[哈哈][赞啊][赞啊][赞啊]晚安啦，祝好梦[爱你][月亮]	1
太洋气了[嘻嘻] //@犹太人生存法则:新浪独具一格的女生领地	1
一个啊没去！[泪]	0
回复@花子tt:服务生各个秀色可餐。我感觉悉尼最棒的是，帅男太多了~沮丧的是，他们都叫我-BOY[晕][晕][晕] //@花子tt:多么美的晚霞呀~	0
根据最高院的相关司法解释，事实清楚证据确凿的案件可以快速审判，没有人的话能赶上清明了[晕] 我在:http://t.cn/zTwwGjr	0
心情不错?，一如这暖暖的斜阳，回成都看望爸爸妈妈喽?狗儿子，健健康康的，等妈回来接你喔?[爱你]??等候登机，晚点了！	1
当日常出行，男友开车，自己坐在副驾上无聊怎么办？不如试试下载个“Backseat Driver”app解闷神器！能跟你的男友同步开车，体验下他眼中的世界，说不定还能增强自己的驾驶技术哦~[亲亲]	1
哈哈 //@汗滴伞下土陈平:// @Anakinbiti ：[嘻嘻]	1
//@周边游张文龙: [哈哈]	1
早晨出门特意嘱咐孩子别订快餐，回家吃饭，等下班时才想起来，晚6点孩子要上英语课直到8点才下课，可怜的孩子得一直饿着肚子上课了。[悲伤] 我在:http://t.cn/zlzgW7u	0
本想在女人特权日睡个懒觉，但不知为啥这么兴奋，真命苦[泪]	0
[晕]有悖佛门教义!	0
必须严惩！[怒]//@格格就是婷姐:枪毙都不解恨[怒] //@发型美学叶志富:枪毙 //@暖阳阳_哇咔咔:畜生！！！！！[蜡烛][蜡烛][蜡烛]//@京华时报:【孩子母亲突发心脏病】21点18分，一孩子家属被担架抬出公安局。家属称，孩子母亲得知消息后，突发心脏病送院。[怒]	0
各位亲帮帮忙哈，投票给我漂亮的表妹“李梓滢”小朋友 ，拜托啦[心][嘻嘻][嘻嘻][嘻嘻][嘻嘻] 顺祝各位亲新年快乐，新年多近贵人远小人[嘻嘻][嘻嘻]	1
[鼓掌][鼓掌]谢谢，这书不错，节后可以好好看	1
其实，这段时间还真正在策划我所谓的“宴席”事。非精英的聚会，却是实在人的party!学习与进步！如果有了点人气，各位会莅临么?[哈哈]//@壁纸宝哥://@当然先生: //@王学湛:@关延斌微博	1
某位同学见俺还在单位加班，力劝把做签证资料的活外包[晕] 增加的成本说是让俺多做两团就挣回来了。听着咋那容易轻松呢？可细琢磨咋又那么不靠谱呢？――没有自己签证部的悲催！	0
@凑热闹来的美美 咱们年会的那套餐具是哪里买的啊，我家的带出去吃饭，把勺子给丢了。。。淘宝没找到一模一样的。。。[泪]	0
该人写个条幅：求见偶像@秦海璐 [晕]	0
[亲亲]我们家的百岁酒好喝不？http://t.cn/zQGVMDv	1
跟他混吧，有糖吃[嘻嘻]	1
谢谢转发[嘻嘻]//@北海道_札幌: //@途易在线: #北海道的初夏#芝樱，来自我司董事总经理@阿潘1974 的北海道初夏体验报告[阳光] @北海道_札幌 @日本国家旅游局-上海 @日本国家旅游局JNTO	1
重建的理由太让人幻肢疼了。。。拆了重建是不是更整齐划一、焕然一新！！哪个会认为那死板板的薄片会比原本的踏得油亮的青石块好？！这些个不接地气儿的NC货！！[怒骂] //@harrycm:回扣百分之几 //@潘石屹:这不是给长城贴瓷砖吗？ //@洪晃ilook: 以后只能去新加坡看徽宅了。	0
#一城一味#这个纪录片不错[鼓掌]。虽然不如舌尖上的中国那么吸引人，但是很有创意。让一个从没有到过某个城的大厨，去品味那里的早餐、小吃、家常土菜，酒店名菜，最后还要做道自己的创意菜，很精彩。	1
[鼓掌] //@电影工厂：真好听！！！	1
#艾美食#，艾系列延续下来啦[鼓掌]内牛满面啊[泪]@飞颀 @George曹志刚 @途秀	1
手泽如新，墓木已拱，作画人挂得太早鸟[泪]//@克宇乐园: 自己心里的画，能够表现出来也是一种幸福吧…… //@图书策划人红嵋:	0
请朋友们多多支持喔[哈哈][给力]//@喜剧男人组合:必须再次支持啊，听说收拾都破一了[嘻嘻][给力][围观]@MC少枫 @光影下的丑角 //@我爱满堂彩:由于这期首播收视不错，明晚，也就是周三晚上九点将再次对这期节目进行重播，错过首播和喜欢节目的观众记得收看支持喔。谢谢，再次祝大家春节快乐！	1
#周末去哪儿#周末还想要当学霸，求给学渣一条活路。[泪]	0
洗肺之旅[给力][威武][飞机] //@中传飞人William:@Club-Vac悦逸度假俱乐部 洗洗更健康。[嘻嘻]	1
【口头禅会暴露你的性格】1."凭什么呀":正直有点神经质.2."不靠谱"：多疑、完美主义者。3."我晕"：活泼坦诚,易意气用事.4."好呀好呀":性格爽朗，缺乏主见.4."亲爱的"：多变，对人际关系敏锐.5.先听我说:自信心控制欲强，急躁.6.不信打赌：敢于冒险，但盲目乐观…你的口头禅是什么？[晕]@马骥远@徐秋果	0
创业者是幸苦的，也是幸福的[哈哈] //@姚刚Good://@童小晓锋:有这等奇事？	1
哇塞！哇塞！哇哇噻！[抱抱]//@国际4A广告网: //@Wendy墨上花开: 真男人！	1
@羊和猪的生活意见 汪格格太fang人了，她刚说想去吴哥，前国王就出事了[衰]他老人家九十多了，容易吗[泪]	0
望京一号，两棵海棠树，花椒鸡、辣子鸡、泉水鸡、馋嘴蛙辣的过瘾，辣到家了[哈哈][哈哈][馋嘴][馋嘴]@望京一号餐厅 我在这里:http://t.cn/z8ApTjS	1
某人要看我微博，于是，我发一条[哈哈]	1
【手欠】手欠的自己伤了自己，不知道缺心眼还是二？中午吃饭没事掰指甲盖干嘛？十指连心，不疼吗？哎，疼死了，这会儿出来包扎[抓狂]。 我在这里:http://t.cn/8kRR6ka	0
hiahia，平安夜...不醉不归?[哼]我被喷的浑身的彩条，头发呼上了，全都是... [泪][泪][汗][汗][衰] 临走还把圣诞老人送的雪人忘在包房里了！[抓狂]	0
想到《都是月亮惹的祸》是在看月全食//@憨子的世界: [哈哈][偷笑][酷][围观] //@董路:想到《月亮代表我的心》的是热恋青年，想到《你看你看月亮的脸》的失恋青年，想到《半个月亮爬上来》的是欢乐青年，想到《二泉映月》的是苦逼青年…以上全想起来的是K歌青年！	1
[泪][蜡烛][蜡烛]	0
人才阿[浮云] //@VINCENT王强:相当不错啊！[哈哈] //@老傅_北京的酒评人:这个厉害！	1
中邪了，手机中不管是V博，短信，搜索，名字，就是不能打YE，咳，还是驰右边，一打，统统屏幕消失回初始状态，就差死机了。[抓狂][抓狂][抓狂][抓狂][抓狂] 以后谁看见俺拼音+汉字，别喷，太无奈[晕][晕][晕]	0
温暖冬日，和妈妈吃法餐[爱你]	1
#比如唠叨与琐碎#在地铁上听着打鼓练的曲子摇头晃脑四肢抽搐的时候[晕]给两个美国老太太让了座位[害羞]然后开始被她们一阵问题和鼓励打断 用标准美音回复了他们的问题～顿时特别佩服自己[挖鼻屎]幸亏练的是英文歌儿 正有语感呢～[嘻嘻]	0
没中奖[抓狂]	0
去年的"加拿大，你来代言"美女选手@Puapuaisok @阿p娘子 扬言PK@妞妞走天涯 ，你怎么看？[嘻嘻]	1
这男人几个饱嗝之后打开微博一看，羞涩的四处寻找你的身影[哈哈]	1
难为我到开平丐熬，你们居然这样！快西乃打包过来哇。 //@??小?:[抓狂]还唔翻下次我就放你张黑白照，前面放杯茶咯	0
实在是日有所思，夜有所梦[抓狂]	0
谁能告诉我，昨儿是个什么日子啊？为啥我困得要死上床睡觉，却一晚上做梦都在做一首特别悲凉的情诗，今天早上想给记下来，洗了个澡，忘光了……[泪]	0
林诗人，怪不得五毛啊！若非对薄王有偏爱，对南方系有偏见，何至于轻信如此拙劣的谣言？顺白：在下对南方系死挺某天才亦不齿，但其对薄王的揭露，犹待深入。 //@林岳芳:回复@郎志海:现在那些人，习惯谣言倒逼真相，我很生气！[悲伤]  //@郎志海:林老师很生气，后果很严重[嘻嘻]	0
回复@赵璇Lucky:[馋嘴][馋嘴] //@赵璇Lucky:流口水了，[偷笑] //@画家刘勇:回复@包子姑凉:当然是做好后上桌，鱼吃完了再煮面条。[嘻嘻]  //@包子姑凉:鱼的腥味怎么去除的呢？这道菜是做好了端上桌的呢？还是菜料配好了端上桌再用文火煮熟的呢？  //@画家刘勇:[干杯]   //@禹晋永:美味！	1
[哈哈][哈哈][哈哈]幸好我不看	1
你也来炒？ //@爱若干: //@临时工张坚:@中间代诗人安琪 //@临时工张坚:我看这样,再过两天请@中间代诗人安琪 出来澄清,说诗作是她的,我俩带上花一起上门道歉,最后微博告之天下虾粉蟹粉,这是诗人行为艺术。万恶的北京天气,一落地就流鼻血,想点事做。[嘻嘻][哈哈] //@张小云:[泪][泪]。	0
吃午饭都能吃出一身汗来，这天气变化也太快了吧，前几天我还妮子大衣呢，现在短袖都觉得热，哎，中午只能吃凉皮凉面一系列的了。[晕]	0
#乐享红星#到底是谁把玻璃擦这么亮！！！真是太不贴心了！[抓狂]	0
[泪]//@最热视频精选: 高贵冷艳喵星人：自作多情的人类！！！本大爷才不会依恋你们呐！！！！[哈哈][哈哈][哈哈]	1
回复@微一个小博:感觉像而已，又没说是 //@微一个小博:回复@锦儿贝贝:狂汗……大姐，我才21，我是个学生诶！ //@锦儿贝贝:大爱刘谦，给中国人长脸了 //@王缉志:太太太神奇啦！@刘谦 ！[花心][鼓掌][给力]	1
[偷笑]可我不会逗宠物，会偶尔闲聊自己的事，十天半月太长，我几天就够了。重游丽江[鼓掌]	1
实在想不出什么好头像~暂时用这张愤怒的脸代表吧！[怒]	0
[good][good][good] //@阿掖山布衣:[鼓掌][鼓掌]//@十月玫瑰花:自古红颜多搏命，莫怨父母把你生，钱财金樽又如何，深守空房妆泪干！[泪] //@阿掖山布衣:[话筒]# 布衣诗集#樱桃小嘴媚眼痴，女人心思有谁知，闲来无事端金樽，繁华过后鞍马稀。[思考][汗]@赵家小怪 @十月玫瑰花 @洽洽的美丽心情	1
连吃几天素，肿么感觉有点眩晕呢[晕][晕]	0
一路的堵！！[泪]	0
最可笑的事我还没说：乔哥回到上海后，怕让人知道这事儿太丢人，一个星期都没敢出门…天天在家网购越南纪念品。然后一个星期后，给人送完礼物还要解释…为啥自己没晒黑…[汗][哈哈][哈哈]	1
住在俺家客栈的都是艺术家[嘻嘻]	1
我一会就上淘宝买防毒面具和空气净化机！我不想死于肺癌！[怒][抓狂]	0
今晚魔女梳妆～还有幸观赏陈氏太极传人的弟子～十岁妹妹的表演[嘻嘻][嘻嘻][嘻嘻]还有三个德国帅哥助[花心][花心]太有爱的万圣夜[偷笑][偷笑]@秋实_julia @经典再现2004 @BJ老赵摄影 @不上相的陈老师 @什刹海旅游官网 @什刹海旅游咨询 @什刹海胡同爷 @什刹海-孟德斯鸠葡萄酒俱乐部	1
真可爱，舍不得吃[哈哈]	1
“他会把自己逼到一个极限，然后去开拓一个新纪元。不管有多难，他总会把自己压榨到最后，然后战胜自己，最后给所有人一个巨大的惊喜。”[赞]//@iFengstudio: 《鸿门宴》的项羽、《画皮2》的庞郎、《二次曝光》的刘东、《太极》的陈栽秧。大家一起见证了 @冯绍峰 在电影路上的每一步成长。[可爱]	1
哥也爬上来了[嘻嘻][嘻嘻]	1
源记牛腩面。。香港最后一顿午饭[泪][泪][泪][泪]	0
哎呦，忘记今天电影频道放痞子英雄的，这个点回去，大叔应该已经阵亡了，哎，错过了[抓狂]	0
最喜欢喝这个了。郁闷 //@winne她生活:[汗][怒] 靠呀... //@IVAN_阎斌:TMD没少喝啊！	0
很久没有回到小布的世界了.......美美的小物件~[鼓掌]	1
这一早就热气逼人[抓狂]	0
又掉下床了。[泪]	0
[哈哈][哈哈][哈哈]可爱 //@微博经典语录:笑死我了[哈哈][哈哈]	1
回复@程诗然:[笑哈哈] //@程诗然:我不想要这个[嘻嘻]送阿瑞好了[哈哈]还有更好的哇 //@新浪图片博客活动花絮:对 @程诗然 说：“你的奖品就这样没了……”	1
你是我的眼！超喜欢这首歌~~[可爱]	1
什么世道//@陈坤: [泪][泪][泪] //@李家小先生:医院地址：北京市海淀区玉泉路15号 721医院（中国航天中心医院）坐地铁在玉泉路站下，出东北口，往北一公里，奶奶在住院部南楼5层，病房走廊一进去左边第2个房间6号床	0
博大精深的汉语啊[衰]	0
烈焰红唇?[哈哈][哈哈][哈哈]	1
晚点，含泪转[泪]	0
@红窗影 [嘻嘻] //@LonelyPlanet:这确实是无数电影里面的场景，但是，这又是真实存在的地方，这是广东开平的--赤坎！	1
[威武] //@北京的晖子:赞！！！//@北京海豚之音66:明天这个点，老马高喊“two more”[哈哈][哈哈][哈哈]	1
@DFuse 品牌所赞助【创意星空】栏目组所举办的节目杀青酒会，我的整体Look，红配绿，挖哈哈[嘻嘻][嘻嘻][嘻嘻]	1
过去的一直在怀念，现在的一直在浪费。不知道我与过去的我比，变了哪些？求高人指点[泪][泪][馋嘴]#碎碎念#	0
两个半小时写了快三千字，没保存，没了[泪]	0
走吧走吧 //@LONELYGUAN:对，将所有霉运都统统踢走~[嘻嘻]  // @时尚经典语录 :踢走霉运	1
你今天开心吗？[晕]	0
[哈哈] 太可?了!!! 另外警察的?音也好有磁性喔...[偷笑]	1
[泪]嗡 嘛呢贝美哞,住手！！！STOP！！！！ //@小狐的寂静与欢喜:阿弥陀佛！// @德钦旺姆扎溪卡 ：不是吧[鄙视]// @悟空76 : // @全小俊 ://  @刘思伽  :难道金华市政府就是这样用谎言公关的？！ //  @最爱猪样儿  :这得是怎样的痛苦才能有的表情啊？不忍看，却就有人下得去手！！[泪]	0
坏人们！[怒] //@刘展耘:同同?~ //@伍餐肉:同? //@心泉之家:@熊丽电台 @李小妮 你们俩不后悔吗？	0
本想今天早点睡，却怎么都睡不着了。[晕]	0
G4都干嘛吃的？ //@hktraveller:唉，愈搞愈??，不?事件本身是否真假，但未?特首唐的危??理能力真是不?，??如何?理?家大事？[失望]?道梁的能力真的是比?好？[思考]	0
苍天不负有心人，影片一定会还你数千数亿新车~[威武]//@老韩看世界: 回复@心香一瓣-:为了电影好看，我已经废了俩车了，人民那个币啊！[泪] //@心香一瓣-:如此专业精神[赞]	0
[抓狂]//@钱包里的拿铁: 但是都不舍得扔	0
#逃离城市去溱湖#晚饭统统消灭[哈哈]	1
为什么这个男人，对于我而言，会是神一样的存在。。。 //@韬韬526:妞儿，下次和我一起去看吧~~~[抱抱][亲亲]	1
[泪] 转：国外奇趣精选：虎：我能吃你么？ 兔：你没吃过兔子么？ 虎：今天妈妈不在家…… 兔：那你以前吃什么？ 虎：…… 兔：大点声！ 虎：吃奶~~	0
胃痛，躺在床上怎么都睡不着，还有两个小时就要起床开工，好难过！[泪][泪]	0
公司里的好友一个个都要离开了......心里很是难过......[失望]	0
【读人】  名人亦人，有道之人；读人如书，如沐春风。 //@陈小B_2008: 哟！名人啊[抱抱]	1
在京城的宫殿与红墙之下，有一个流浪猫之家，这无疑给庄严肃穆的皇家宫殿添上了一股暖色。[可爱]	1
[衰][衰] //@中国新闻周刊:[黑线]	0
有点吓人了。//@Z小珂：我想起了咒怨里的那个孩纸……//@獭獭雪：带上成了外星人嘛...[哈哈]	1
悲催的将手上沾满了502！该怎么洗掉阿？难受死了！[泪][衰]	0
[给力][嘻嘻]//@songshu达哥: //@西西莉亚的眉毛: [good]、你闺蜜出境了。//@罗格想说: 先赞一个！再转一个！默默羡慕一个！//@发光的摇摆垦丁: ?是TPC拍的首?宣?片 音?有不足之? 以後?一一改?的 希望大家多多支持我? 。在京的藏族朋友多?一下吧 ?啦[哈哈][哈哈][兔子][兔子]	1
微薄上有些人好奇心强[哈哈]	1
在中央4看到你喽@蒋丰 [嘻嘻]	1
接你下班赶上限号真不错[哈哈]@小鬼MrPP 咱今天好有缘分[爱你]@密赛斯颖新 @Joseph_Shu	1
[怒]MLGB的改善！//@尹佳christy: 尼玛勒比的！ //@国安大国米:改善你马勒比	0
盼星星盼月亮#传说的高帅富果酱#终于姗姗来迟，定要好好疼爱[泪]	0
[good]//@重口怪咖:组团去 人多力量大 弄个十几个人一起转！就不信转不动了 //@边边小猫: 那估计我也转不动啦[din汗]//@小予CAT: 爬上那么多台阶连气都喘不匀了 最少也要四五个人才能转动 我一个人废了半天劲儿还是纹丝未动[衰]	0
#跨国气业小饭桌# 红烧肉来了，可惜没有@慕春彦 做的好吃[泪]，料酒不能用红酒代替啊！糖放少了不行啊！种种的始料未及！@puff 你今天装死了么？	0
该死的淘宝，导致我快一点才上床，过了偶得入睡时间就怎么都睡不着了，咋整啊！！[抓狂][抓狂][抓狂][抓狂]	0
[悲伤]//@新罗居士:[泪]	0
梦见去爱尔兰了[失望]	0
[哈哈] //@新萝轻舞:[思考][思考][思考][猪头][猪头][猪头][飞机][飞机][飞机]@曾经叫做米饭天子 @稻田里的龙 @cysister @俞文辉 @树呓	1
这些主播都是单体，单只，大家可以直接连接过去领取@Wradio多琪 @Wradio石头 @Wradio乐文 @wradio夏从 @Wradio语珊 @Wradio凌凌 @Wradio小7 @Wradio丫头 @Wradio考拉 @Wradio子谦 [哈哈][哈哈]组队过11节！	1
#丽江古城大火#【丽江古城又着火了】14日晚19点左右，丽江古城又着火了，烟很大。据@云南信息报 ，着火地点是五一街王家巷庄雪山书院附近，因巷子太窄，消防车进不去，已拉上了封锁线。4月6日凌晨和去年3月11日，丽江就曾发生过火灾。[泪] //@Soulmate彬: 丽江古城又着火啦！@湖北旅游	0
两年了，岁月不饶人、。 //@CH19:暑假等我~~~~~~~~~ //@_Vie_11?:红城中学~呵呵~好多年没去过了~！ //@缪一啦:[爱你] [心] 果断转！！！！！我爱红城！[泪] ??? //@萧晨Kiros:怀念高中的人、物、事、、	0
太虐了。。这个点看这个。。。。。。[黑线][黑线][晕]	0
[衰]//@王冠RUC: //@Jill快跑: 哈哈哈[衰]	0
[嘻嘻]全平台好吗?win8用户有福了~~~	1
